selected_zone,ALEPPO,ASPINWALL,AVALON,BALDWIN,BELL ACRES,BELLEVUE,BEN AVON,BEN AVON HEIGHTS,BETHEL PARK,BLAWNOX,BRACKENRIDGE,BRADDOCK,BRADDOCK HILLS,BRADFORD WOODS,BRENTWOOD,BRIDGEVILLE,CARNEGIE,CASTLE SHANNON,CHALFANT,CHESWICK,CHURCHILL,CLAIRTON,COLLIER,CORAOPOLIS,CRAFTON,CRESCENT,DORMONT,DRAVOSBURG,DUQUESNE,EAST DEER,EAST MCKEESPORT,EAST PITTSBURGH,EDGEWOOD,EDGEWORTH,ELIZABETH,EMSWORTH,ETNA,FAWN,FINDLAY,FOREST HILLS,FORWARD,FOX CHAPEL,FRANKLIN PARK,FRAZER,GLASSPORT,GLEN OSBORNE,GLENFIELD,GREEN TREE,HAMPTON,HARMAR,HARRISON,HAYSVILLE,HEIDELBERG,HOMESTEAD,INDIANA,INGRAM,JEFFERSON HILLS,KENNEDY,KILBUCK,LEET,LEETSDALE,LIBERTY,LINCOLN,MARSHALL,MCCANDLESS,MCDONALD,MCKEES ROCKS,MCKEESPORT,MILLVALE,MONROEVILLE,MOON,MOUNT LEBANON,MOUNT OLIVER,MUNHALL,NEVILLE,NORTH BRADDOCK,NORTH FAYETTE,NORTH VERSAILLES,O'HARA,OAKDALE,OAKMONT,OHIO,PENN HILLS,PENNSBURY VILLAGE,PINE,PITCAIRN,PITTSBURGH,PLEASANT HILLS,PLUM,PORT VUE,RANKIN,RESERVE,RICHLAND,ROBINSON,ROSS,ROSSLYN FARMS,SCOTT,SEWICKLEY,SEWICKLEY HEIGHTS,SEWICKLEY HILLS,SHALER,SHARPSBURG,SOUTH FAYETTE,SOUTH PARK,SOUTH VERSAILLES,SPRINGDALE,STOWE,SWISSVALE,TARENTUM,THORNBURG,TRAFFORD,TURTLE CREEK,UPPER ST. CLAIR,VERONA,VERSAILLES,WALL,WEST DEER,WEST ELIZABETH,WEST HOMESTEAD,WEST MIFFLIN,WEST VIEW,WHITAKER,WHITE OAK,WHITEHALL,WILKINS,WILKINSBURG,WILMERDING
SEWICKLEY,0.212785808,0.215404954,0.318231995,0.02500705,0.894671216,0.764953605,0.329897436,0.423336867,0.446023401,0.248802045,0.368200234,0.897547027,0.760536342,0.013654344,0.086702365,0.293599674,0.199657294,0.380039982,0.758952751,0.281801691,0.615109297,0.491981712,0.173545568,0.579130671,0.503124947,0.166002278,0.572950279,0.783811907,0.327404309,0.42236953,0.777386049,0.501800546,0.057317434,0.021771858,0.014631698,0.983598487,0.855881188,0.233065981,0.674576441,0.549371768,0.062558493,0.093909693,0.006258272,0.02695548,0.920884979,0.150164513,0.033641745,0.779534714,0.229128597,0.134196792,0.618928242,0.092691412,0.44224514,0.013415371,0.737520227,0.973179207,0.185923224,0.960365641,0.064802537,0.265231154,0.122567782,0.266430779,0.273386509,0.296648819,0.525427848,0.091624817,0.28931604,0.676053443,0.884873814,0.505372087,0.93797613,0.91927224,0.407674633,0.086503789,0.458008395,0.834204558,0.304708689,0.619395795,0.093022854,0.323849215,0.851574518,0.456119348,0.203750382,0.379547511,0.149751955,0.36847417,0.693836651,0.590105822,0.435689421,0.174771362,0.689172082,0.521208385,0.684525711,0.501633752,0.065015934,0.420452133,0.46060064,0.270837065,0.041625123,0.394116313,0.740605522,0.83363837,0.227802053,0.88676993,0.643472078,0.875007398,0.304055921,0.137637067,0.101946459,0.526776076,0.112887155,0.232679277,0.652064843,0.662497095,0.399033847,0.343922768,0.174801931,0.752917664,0.171429806,0.589492256,0.997291279,0.385540214,0.633825415,0.593856892,0.237248051,0.115498242,0.02447228
SEWICKLEY HEIGHTS,0.778083758,0.879893453,0.607068612,0.763734384,0.265325722,0.612454958,0.387459983,0.94767957,0.273140745,0.222555873,0.638139199,0.471094083,0.904631715,0.992534177,0.750399059,0.771766129,0.170666747,0.706709612,0.369996975,0.069080093,0.885098807,0.14412632,0.251354029,0.55911533,0.9676197,0.816721737,0.968707585,0.187284811,0.634152382,0.647034713,0.578921282,0.517045713,0.954536217,0.689159811,0.840008267,0.937218599,0.680914335,0.196348328,0.321031399,0.268152672,0.89806205,0.254981678,0.395068718,0.333960775,0.248517009,0.612035636,0.097266615,0.948140573,0.979633718,0.679066392,0.448175281,0.039137666,0.182357917,0.31366273,0.568217197,0.68989997,0.289671279,0.815330103,0.140171835,0.218532345,0.365306245,0.905247032,0.866046209,0.679860746,0.687196035,0.737457385,0.779357295,0.73065406,0.09090009,0.44782474,0.123896425,0.052147248,0.20160499,0.701130691,0.224210366,0.953331025,0.029900522,0.080046534,0.326385837,0.797304158,0.351355646,0.205081733,0.728521654,0.629520791,0.128945827,0.177720538,0.250478593,0.599747474,0.840576562,0.838382522,0.274096811,0.291277265,0.003832468,0.273836062,0.719662471,0.229571406,0.15940852,0.910417333,0.077844264,0.568636843,0.366123428,0.130651193,0.542402095,0.763972916,0.494831304,0.025413582,0.801688607,0.187274348,0.46457403,0.295535962,0.564400834,0.836800963,0.858566973,0.209390049,0.938059185,0.153290128,0.037005048,0.81769984,0.812918893,0.849580635,0.706408686,0.2061642,0.907391353,0.958627273,0.119656696,0.740853603,0.506755548
SEWICKLEY HILLS,0.478576423,0.17897188,0.418441204,0.307301947,0.397785979,0.348515861,0.657906032,0.238252995,0.611597392,0.243995806,0.846982806,0.196000515,0.281311806,0.542371752,0.685541314,0.582791661,0.400362975,0.403837777,0.51100247,0.883167735,0.179915675,0.574569088,0.789965547,0.26834176,0.643793419,0.775838843,0.57617626,0.247263247,0.282175961,0.330341266,0.900174062,0.065651867,0.712972347,0.068154788,0.345430784,0.434581166,0.700635164,0.762511165,0.973960021,0.578935411,0.756535938,0.498185183,0.275091901,0.353549468,0.692071312,0.21299637,0.540671234,0.570151521,0.451404845,0.308379283,0.075868608,0.57518484,0.313229563,0.898521505,0.793197477,0.888903124,0.509236295,0.105480627,0.92275975,0.794220062,0.881062871,0.251739021,0.57969206,0.569801363,0.253748869,0.187129344,0.486670312,0.007422259,0.772392773,0.231946807,0.08770687,0.215768345,0.971849877,0.954535861,0.767185333,0.495964174,0.995127507,0.235126554,0.281186015,0.185366966,0.61143274,0.415294044,0.817736388,0.138164944,0.573655787,0.395731357,0.197071391,0.003988977,0.692628903,0.149715866,0.864059896,0.558626027,0.73457574,0.194185838,0.319548511,0.213302804,0.581034164,0.125706095,0.020868388,0.061805051,0.528542095,0.484418804,0.129880336,0.28236715,0.162053462,0.125577372,0.336310404,0.757678342,0.301216006,0.033568462,0.505085369,0.36738967,0.949954289,0.76438996,0.791931687,0.173499801,0.718043252,0.135207116,0.60996305,0.344461052,0.747277483,0.987059195,0.510347021,0.118933188,0.438459637,0.990642917,0.453561518
SHALER,0.993364241,0.932367979,0.751450758,0.997832616,0.826828275,0.960686903,0.439696113,0.204240776,0.574315517,0.672197177,0.4042678,0.681800899,0.551617058,0.051320185,0.803954161,0.65528085,0.608068046,0.998123481,0.315807904,0.9623332,0.687091048,0.701828525,0.580031917,0.223038568,0.31632643,0.914828846,0.855843839,0.965120617,0.862748658,0.027917849,0.411537709,0.217595232,0.414928845,0.128809053,0.828370888,0.099049816,0.637604605,0.236484717,0.704512784,0.98803578,0.738078935,0.374356513,0.532416163,0.005563656,0.633738764,0.082608832,0.858545388,0.729452781,0.100466039,0.168432397,0.890960533,0.324604933,0.382674739,0.259722537,0.181318457,0.024190815,0.825808309,0.634957622,0.140788359,0.438898531,0.461493467,0.227748365,0.746754502,0.826903419,0.721178684,0.036165883,0.654725302,0.009086495,0.031162752,0.329525816,0.157957461,0.909507045,0.214030656,0.052020289,0.238180742,0.446657856,0.820930277,0.228565888,0.377616614,0.224218755,0.57677487,0.139170366,0.396113305,0.308280237,0.386995389,0.952848353,0.424941897,0.44678554,0.377579818,0.829613063,0.616139275,0.650186173,0.077013909,0.960448763,0.839471624,0.625775286,0.516364152,0.349751689,0.612732375,0.567969019,0.053048947,0.2703147,0.949974843,0.21311958,0.376093236,0.10636103,0.14282846,0.069020213,0.194908002,0.334928381,0.40828385,0.870176722,0.715218368,0.762709208,0.160597702,0.606805163,0.273765876,0.148732925,0.134415612,0.328149182,0.301089132,0.189361452,0.029947722,0.447986882,0.271906978,0.506112904,0.265493794
SHARPSBURG,0.951477586,0.847906421,0.074047659,0.293363376,0.551911408,0.671324652,0.425238507,0.558495118,0.975083093,0.853579253,0.754036759,0.619185762,0.088518412,0.148023606,0.250668497,0.299420626,0.801568606,0.072689273,0.475098217,0.252796416,0.395280838,0.821658532,0.616825597,0.578631933,0.429666218,0.388781955,0.881014605,0.817312887,0.07035041,0.776547456,0.427342106,0.027237197,0.581261955,0.538437436,0.819155876,0.552606828,0.748511267,0.05756676,0.592582915,0.29129314,0.975219206,0.085361541,0.240862229,0.62733386,0.2569707,0.863787543,0.315165368,0.458465225,0.516229227,0.7433419,0.918523588,0.684518104,0.597316135,0.446198088,0.487405196,0.230015566,0.079966567,0.323975336,0.551054683,0.480107296,0.824172545,0.555478458,0.022233748,0.055573927,0.110608124,0.082982138,0.388926149,0.744549782,0.611390478,0.572451119,0.880351736,0.647113863,0.950641512,0.131763308,0.540863452,0.735572851,0.247030186,0.107228254,0.289935458,0.435383681,0.106385641,0.207371332,0.419990965,0.088114431,0.550915839,0.392919216,0.494492547,0.612440655,0.65944688,0.397663614,0.099632343,0.413233033,0.535191706,0.987092705,0.045778743,0.276568255,0.41139671,0.476617305,0.958336982,0.386893711,0.997283507,0.87337162,0.488511146,0.476717678,0.260634828,0.220924214,0.276009463,0.224385919,0.232809163,0.411854682,0.309763133,0.910325396,0.928245818,0.895726231,0.876353853,0.389251204,0.079050147,0.759713118,0.371729723,0.721480723,0.231897722,0.507599545,0.927746287,0.861683682,0.447374217,0.769962402,0.730224025
SOUTH FAYETTE,0.765309714,0.705341051,0.302658255,0.946842178,0.244834867,0.259316679,0.024763757,0.192777627,0.696057813,0.848484625,0.668508427,0.866234481,0.269170113,0.724815857,0.192580172,0.622269572,0.840898029,0.778256248,0.103161964,0.019221913,0.983832854,0.68956856,0.787409801,0.699400465,0.098163988,0.909261472,0.970433625,0.206081274,0.68653779,0.837319775,0.964363125,0.952349807,0.184357793,0.081071529,0.811652504,0.082392515,0.107677544,0.809236203,0.214025825,0.349738921,0.655129931,0.804693507,0.361157549,0.566482519,0.165989566,0.910143989,0.731607858,0.447746019,0.197347689,0.831003591,0.106242563,0.219536324,0.215941264,0.540923348,0.104286405,0.268116257,0.023395726,0.350451286,0.346902565,0.048468679,0.351288486,0.478167993,0.696872601,0.097652868,0.494657994,0.84028043,0.672066655,0.96001854,0.711380366,0.660628866,0.146674779,0.18774622,0.319799675,0.512978998,0.393460929,0.782459574,0.480939276,0.858306381,0.868767559,0.922815262,0.185674597,0.983195369,0.180477059,0.615047378,0.290059504,0.939698006,0.266972625,0.289544299,0.757656248,0.546810056,0.739666333,0.160075533,0.125136839,0.290812201,0.726870635,0.620615368,0.878475424,0.858268149,0.686292007,0.657568342,0.432079856,0.021009943,0.635752634,0.40902499,0.441566533,0.202503377,0.587834443,0.148365754,0.791201872,0.970127911,0.597489147,0.324235868,0.171966752,0.155468719,0.851349642,0.185773204,0.097417126,0.929699559,0.082101883,0.104566433,0.634288098,0.984713942,0.131485119,0.405544215,0.562839969,0.17707232,0.044329039
SOUTH PARK,0.242992475,0.842264049,0.761768445,0.23082364,0.825521491,0.928148441,0.860783537,0.96371051,0.667672424,0.167347166,0.616689284,0.218836115,0.009848063,0.318234693,0.220013224,0.978362045,0.276587237,0.019951078,0.629588171,0.334108433,0.246521098,0.447153036,0.624594632,0.086394058,0.010329101,0.612792559,0.919611804,0.918445961,0.112474461,0.939087421,0.930513203,0.750703032,0.914482541,0.133077896,0.943932074,0.732029375,0.086247348,0.475924101,0.481849945,0.831922298,0.332504093,0.947519592,0.27957915,0.288861989,0.801726569,0.399510941,0.593656833,0.962506711,0.56734919,0.865013244,0.762219678,0.245384218,0.120926839,0.022763404,0.221477816,0.305640392,0.155531538,0.088119551,0.295899002,0.666845075,0.627846184,0.828509396,0.058352081,0.006208856,0.50162889,0.246834944,0.41482312,0.368981536,0.291676279,0.57327376,0.733205839,0.687540123,0.136613907,0.466877236,0.936671454,0.341056484,0.431484501,0.078275079,0.009670266,0.399874777,0.959262561,0.932741821,0.390597809,0.264758087,0.042643579,0.182670354,0.951108312,0.867946709,0.322055917,0.281565398,0.045687755,0.405591452,0.189019846,0.860634999,0.669685724,0.550957734,0.410060654,0.338946635,0.588497427,0.188246583,0.566773655,0.072667982,0.151611655,0.288911392,0.852484227,0.676310779,0.809494644,0.328505021,0.859902023,0.256980552,0.678380549,0.406262166,0.406582073,0.891657804,0.186858319,0.877972998,0.45869055,0.949643042,0.316868062,0.929827536,0.824791063,0.663900288,0.73094703,0.964876255,0.794515373,0.990196815,0.151163755
SOUTH VERSAILLES,0.524135212,0.818679489,0.575403112,0.218476289,0.549771363,0.402138779,0.011129972,0.741229102,0.678610369,0.889539697,0.672026158,0.15238461,0.77852019,0.022014497,0.622404615,0.679373233,0.168094898,0.793293542,0.102394028,0.542912666,0.116477998,0.570621456,0.669602402,0.82568271,0.915657369,0.392279433,0.668052791,0.478340214,0.354988985,0.830902643,0.072067949,0.938303508,0.803334198,0.671005446,0.700767887,0.122597173,0.436611967,0.818851509,0.281631251,0.202373548,0.773026884,0.624968058,0.486921456,0.677875295,0.532525519,0.360692316,0.629523326,0.554621753,0.832842852,0.974104926,0.700305757,0.705787708,0.50389516,0.940348228,0.560919538,0.311062128,0.50717475,0.175250647,0.365883488,0.756758405,0.48521883,0.17369752,0.915371994,0.532510545,0.83706724,0.47345666,0.508398768,0.615254091,0.911530422,0.703252877,0.10317756,0.709742551,0.620047439,0.618510346,0.044386138,0.218673602,0.221294241,0.654793165,0.569411808,0.481560461,0.843155539,0.606622421,0.883888198,0.61184771,0.799978626,0.195341916,0.411447612,0.278233854,0.604489554,0.361444696,0.212156288,0.425721403,0.914512981,0.134107804,0.250850391,0.643462199,0.540995897,0.177167893,0.359676254,0.832341658,0.952082548,0.904603713,0.795526618,0.86422531,0.667931627,0.072646562,0.900761865,0.529646894,0.556530384,0.016042349,0.961276234,0.303220938,0.63509097,0.840186957,0.763184436,0.201987451,0.363424689,0.446955725,0.936391972,0.932454543,0.872609578,0.602197807,0.563521503,0.54156884,0.042490791,0.238087494,0.850582272
SPRINGDALE,0.936029802,0.785347964,0.504653051,0.796839977,0.530502042,0.268732607,0.039272801,0.54861075,0.127903997,0.502479148,0.294784191,0.804285089,0.98854679,0.917725983,0.801054763,0.387539494,0.754396796,0.952189822,0.431747773,0.701103265,0.403219326,0.163373204,0.598227244,0.367362867,0.243771979,0.858414798,0.007216435,0.463552133,0.791818601,0.583115549,0.813088114,0.046523899,0.520023186,0.35886688,0.432469453,0.980659505,0.02584947,0.044159804,0.558022878,0.631316905,0.13628176,0.892121758,0.983679792,0.715519022,0.5466595,0.059703627,0.013039822,0.273854126,0.782735883,0.737124029,0.331484049,0.049852074,0.640683,0.342125601,0.317220906,0.492308355,0.861402765,0.044636051,0.701879602,0.561006886,0.730580953,0.623888127,0.885170972,0.459104054,0.08720246,0.456145676,0.109125411,0.921613473,0.106177045,0.474896346,0.499202072,0.540144883,0.480142956,0.354750024,0.699727527,0.482823362,0.105899215,0.836482341,0.162945206,0.850483586,0.157955278,0.838699923,0.663688538,0.337417918,0.308785999,0.79555562,0.527592653,0.331741933,0.352706984,0.413972558,0.933883753,0.586297981,0.624121318,0.261022464,0.699385713,0.883060036,0.910389184,0.184316827,0.750949201,0.389081376,0.205159443,0.066483739,0.095663101,0.781954982,0.250043409,0.415419154,0.102529943,0.78664809,0.597082913,0.562142599,0.029270862,0.030074051,0.672625152,0.890381943,0.82645855,0.553797483,0.035264512,0.146597759,0.254699208,0.215372196,0.654256247,0.617540658,0.548247933,0.676038348,0.409606278,0.924459593,0.930719535
STOWE,0.534188036,0.174764994,0.029505825,0.464716071,0.633732321,0.95271241,0.840125947,0.209835543,0.924775802,0.919290101,0.305259395,0.868079175,0.915528842,0.274760934,0.85771945,0.423158675,0.028912789,0.97583943,0.796229132,0.315061999,0.179080204,0.012884659,0.705489769,0.562711833,0.101813432,0.71334904,0.504893935,0.320533789,0.111653511,0.124964445,0.9345257,0.802880862,0.305230074,0.422165647,0.262318999,0.069130116,0.999074372,0.261222306,0.211454547,0.868685687,0.919797582,0.880195024,0.54958173,0.038147421,0.56808451,0.773186701,0.856250544,0.050862985,0.427823802,0.602882043,0.367658244,0.499973742,0.216681762,0.869629412,0.714371543,0.413978244,0.090991967,0.864070921,0.879120362,0.205986664,0.402442012,0.686082968,0.276475248,0.676997799,0.98873726,0.594690331,0.63883351,0.010709501,0.781144494,0.107483746,0.183259433,0.092502205,0.05772381,0.530143588,0.243751152,0.562667172,0.555967726,0.563519516,0.869792693,0.604800939,0.467239301,0.791434173,0.19113706,0.674710802,0.806669226,0.031781508,0.521888518,0.909815823,0.505707853,0.706288393,0.560745785,0.295405953,0.511553268,0.018925483,0.243622596,0.524533954,0.554021239,0.622067244,0.621935625,0.802185643,0.770820068,0.786397448,0.111917336,0.957401674,0.700537597,0.752353667,0.714315525,0.630435415,0.538251031,0.622729048,0.194640001,0.024971738,0.710367551,0.213068255,0.242503823,0.448436558,0.914544598,0.759458391,0.136086474,0.37872842,0.63135556,0.748099671,0.331473694,0.860193046,0.383950202,0.657888138,0.112221876
SWISSVALE,0.480823677,0.974052042,0.055312465,0.972815376,0.624866471,0.876475778,0.096722496,0.566999094,0.648641138,0.514072451,0.200279918,0.940903985,0.131185792,0.223466721,0.859606553,0.158372254,0.459588572,0.981693211,0.467714611,0.834594579,0.574076026,0.652870843,0.54327809,0.365973013,0.930953956,0.12210979,0.515273712,0.5865167,0.263378388,0.357822181,0.992981572,0.339235325,0.869696722,0.24226299,0.547815407,0.892448503,0.445400946,0.111397925,0.804362231,0.062175839,0.276866971,0.253890127,0.211292438,0.587689786,0.463028772,0.284141466,0.350166787,0.195951412,0.311795338,0.591953006,0.033143749,0.499806037,0.210163319,0.803980759,0.000840322,0.204853546,0.260763191,0.538928293,0.463108566,0.062724822,0.911280026,0.260817684,0.888319197,0.772527623,0.220344263,0.111259703,0.709712075,0.492670555,0.333368206,0.546048252,0.520033519,0.61430195,0.516326828,0.06990136,0.172930506,0.700365862,0.615052396,0.728511049,0.803928936,0.13535205,0.806465234,0.599246792,0.741722332,0.565096143,0.340742751,0.787431096,0.464364922,0.881403176,0.233589077,0.793512923,0.104469231,0.59355003,0.564541155,0.692626694,0.956973966,0.107572418,0.350170847,0.71772763,0.551891305,0.851997096,0.335261718,0.970711358,0.547516969,0.669705037,0.130476505,0.003432054,0.563466312,0.213713132,0.771823273,0.033582299,0.168222568,0.699909337,0.043419128,0.203269728,0.240320178,0.019435335,0.25296106,0.871985262,0.278974264,0.408937435,0.293470818,0.196706526,0.780870965,0.501298422,0.108634803,0.647973562,0.169300122
TARENTUM,0.445900043,0.096043548,0.488530544,0.654213872,0.498971647,0.672771168,0.309473197,0.180334139,0.120132011,0.084969453,0.719946328,0.103727691,0.268351796,0.290926443,0.744835265,0.67861711,0.6879257,0.813778628,0.072324869,0.233222474,0.934674184,0.131355972,0.926006789,0.039919173,0.887862214,0.971738852,0.108274691,0.241374559,0.067951843,0.308714342,0.763033862,0.479818313,0.678893449,0.91951287,0.525936143,0.003655399,0.122690586,0.02845664,0.137229167,0.182424418,0.288703091,0.815695335,0.928743927,0.784864144,0.360909656,0.888152111,0.248072588,0.197642014,0.485724207,0.196844705,0.218447698,0.370334495,0.034248683,0.116046508,0.743549979,0.182539169,0.203686866,0.765676538,0.345860007,0.742672807,0.61936543,0.003061802,0.190643715,0.090265214,0.626412093,0.128453209,0.921304844,0.698847134,0.442362689,0.329286916,0.337628684,0.510457388,0.153661963,0.309212769,0.774016947,0.985032318,0.862775734,0.124588073,0.580290935,0.662473717,0.482330243,0.695577186,0.894575299,0.731159639,0.98582017,0.005333701,0.982300767,0.975361732,0.573512373,0.263614646,0.527815731,0.866226708,0.180416882,0.104462306,0.808683649,0.278703935,0.409332553,0.982830621,0.07499195,0.574829706,0.806906423,0.200535868,0.699945432,0.364065935,0.135872406,0.38460313,0.732533905,0.850611006,0.458107939,0.646628046,0.370107454,0.471175222,0.504851868,0.476247277,0.27136937,0.937819282,0.654603977,0.531495566,0.698462109,0.770832685,0.361960859,0.337691783,0.347248198,0.686257166,0.684882164,0.460787567,0.184809939
THORNBURG,0.962619926,0.343441383,0.801303707,0.433172332,0.40378359,0.954497374,0.682686962,0.221207109,0.371058294,0.707385558,0.600742806,0.236686988,0.778316259,0.742876003,0.868242739,0.78865972,0.506226986,0.12248007,0.968989998,0.355699217,0.068224901,0.611005651,0.312645671,0.457750124,0.434929236,0.90271846,0.80576348,0.957797353,0.927714426,0.004765206,0.97279035,0.421915557,0.432168137,0.865731051,0.810386832,0.186044907,0.032364736,0.768303911,0.784527455,0.588758031,0.226403304,0.645693614,0.248622996,0.007906017,0.252850145,0.863846936,0.442589947,0.015387092,0.290890571,0.492512806,0.605577491,0.27484544,0.556459545,0.872651341,0.567968129,0.55618531,0.566104644,0.404832188,0.200909833,0.32418172,0.214541233,0.946780452,0.473710519,0.353782905,0.262846995,0.129762409,0.051555228,0.347586132,0.303100153,0.938577544,0.404973968,0.528003397,0.913536846,0.743333951,0.564051897,0.96489117,0.179774066,0.820134309,0.587611709,0.342213692,0.667598905,0.326479893,0.571929177,0.316788265,0.232619271,0.638100855,0.791755122,0.423483532,0.951334967,0.890904445,0.47603103,0.61619795,0.178443158,0.342194185,0.897584585,0.980128903,0.350715614,0.688065675,0.23449557,0.056903699,0.930538198,0.402503718,0.000424236,0.583071332,0.6690691,0.211676689,0.093764727,0.651359903,0.479075508,0.356176653,0.381139106,0.511573475,0.460435417,0.200715108,0.32136074,0.234159869,0.056819112,0.639953192,0.270671015,0.73315353,0.35510344,0.197692348,0.024885094,0.43932595,0.954272749,0.499928694,0.089411816
TRAFFORD,0.975911848,0.588364344,0.340300463,0.610485758,0.164541378,0.216218577,0.019578631,0.636569723,0.841834352,0.465725036,0.994558074,0.433839003,0.379546278,0.401169789,0.291081443,0.012628878,0.828803489,0.978342433,0.225861955,0.806719587,0.52208565,0.277791881,0.512142905,0.183945686,0.838313651,0.035369133,0.570700172,0.972598457,0.446623365,0.115401544,0.781650701,0.640909112,0.074021191,0.55605696,0.973105081,0.133455518,0.265159617,0.885634698,0.157291922,0.486831744,0.069809323,0.452882959,0.708181027,0.698487598,0.101988911,0.225441149,0.580046995,0.213124744,0.648083969,0.265219054,0.032370646,0.779018744,0.124644147,0.745878671,0.967881878,0.375227143,0.99300701,0.771059053,0.71409075,0.976015894,0.135586221,0.609216553,0.53407079,0.245950878,0.059695743,0.288863212,0.935349661,0.500527762,0.69976902,0.857590041,0.846310703,0.859695708,0.868107625,0.693347708,0.679770144,0.321926834,0.532875886,0.062638518,0.990046738,0.462439881,0.440498882,0.904199156,0.608910478,0.797741424,0.143502651,0.727312516,0.563331806,0.740070147,0.803708844,0.326275745,0.953537368,0.525443862,0.984629877,0.938198813,0.277785706,0.90740793,0.56032753,0.42820265,0.28055333,0.852136234,0.368850165,0.774598199,0.506959021,0.189435227,0.403644517,0.642798748,0.069840663,0.736755931,0.078886015,0.977864267,0.057856587,0.397242962,0.911728354,0.864512377,0.596893582,0.173957533,0.231037857,0.924840494,0.34062704,0.267473313,0.59115088,0.890119136,0.878733499,0.703884337,0.208309332,0.10538377,0.628482645
TURTLE CREEK,0.425721264,0.729835246,0.725142648,0.162800831,0.560819598,0.372529119,0.239973104,0.334051717,0.148975488,0.785453611,0.65424763,0.988080529,0.527123189,0.454144533,0.405846823,0.423373573,0.562415346,0.591429696,0.188865104,0.682800732,0.299247616,0.411177468,0.056493128,0.565282739,0.749051893,0.302137724,0.652547594,0.659473868,0.234289239,0.361298408,0.846143927,0.555477002,0.780247803,0.983317345,0.459548436,0.584320773,0.18838825,0.276931496,0.145691135,0.922454972,0.188423634,0.761994065,0.493869354,0.536477607,0.986157031,0.359508182,0.567455597,0.781309572,0.347110182,0.934489703,0.484995882,0.239536395,0.26409056,0.38008861,0.256907487,0.56353903,0.143146289,0.287308233,0.659655273,0.341596275,0.309268601,0.842320596,0.318137675,0.087097364,0.333305398,0.852527485,0.44416842,0.650536193,0.171442264,0.937095234,0.104674167,0.012633562,0.896926999,0.065456033,0.339333428,0.19557417,0.76740385,0.334850999,0.259887861,0.888787944,0.85932951,0.302179472,0.439800245,0.419663251,0.05645834,0.238051231,0.224104533,0.274856098,0.224441885,0.62573508,0.7371366,0.609678589,0.135239904,0.821309813,0.062615978,0.497311845,0.505211505,0.565441619,0.558930056,0.845192711,0.685844605,0.720496253,0.314281134,0.585167739,0.130108399,0.09507022,0.560317058,0.03260656,0.49353569,0.76256699,0.182460343,0.414895704,0.453969783,0.883639589,0.423333395,0.260279239,0.167434722,0.481673418,0.688415378,0.862237741,0.862420979,0.68757655,0.076710669,0.623853495,0.350674651,0.903625627,0.348843135
UPPER ST. CLAIR,0.209289894,0.579952356,0.347833892,0.171928505,0.332325337,0.624293637,0.509716138,0.321055113,0.326533896,0.784652634,0.027516993,0.680189868,0.231829449,0.534304358,0.400594909,0.878483131,0.407957982,0.911584388,0.650206353,0.207119877,0.392846659,0.827708375,0.476133552,0.298468341,0.748011096,0.980325488,0.191267418,0.235051904,0.078582798,0.476199683,0.803123571,0.523089009,0.288501468,0.753669683,0.551293994,0.672247804,0.357175706,0.196421237,0.694363035,0.434205784,0.680891523,0.826874018,0.384806127,0.960218892,0.861169657,0.094242351,0.082166609,0.50484027,0.182365087,0.378815183,0.275154123,0.037595289,0.628967562,0.016613635,0.123900572,0.508023667,0.501321201,0.792509972,0.260079022,0.611153576,0.476670654,0.83675256,0.532428983,0.940108434,0.001641791,0.370541998,0.561003926,0.538226012,0.269712817,0.933127753,0.701241074,0.20762482,0.578462079,0.941845852,0.834514175,0.705129654,0.304874625,0.096850524,0.488222548,0.085594364,0.65873447,0.077738862,0.86422835,0.714841643,0.174185056,0.430478147,0.955127862,0.35128856,0.032015301,0.353704838,0.507144402,0.58363118,0.486117503,0.094072713,0.087812845,0.118893983,0.482443804,0.956875892,0.8772328,0.341258392,0.311157818,0.067426147,0.065013035,0.587446936,0.296677059,0.859402873,0.901171428,0.723911052,0.03619715,0.923834771,0.232942617,0.824637299,0.884908123,0.481503685,0.216191907,0.121351492,0.39421947,0.970956221,0.112883082,0.217761318,0.17388407,0.515341862,0.780514044,0.96776416,0.969115575,0.565021307,0.723944329
