,selected_zone,zone_value,value
7266,DRAVOSBURG,KENNEDY,0.450830191
7267,DUQUESNE,KENNEDY,0.618229315
7268,EAST DEER,KENNEDY,0.221655529
7269,EAST MCKEESPORT,KENNEDY,0.294338273
7270,EAST PITTSBURGH,KENNEDY,0.817324495
7271,EDGEWOOD,KENNEDY,0.874421715
7272,EDGEWORTH,KENNEDY,0.391425394
7273,ELIZABETH,KENNEDY,0.762178922
7274,EMSWORTH,KENNEDY,0.419206984
7275,ETNA,KENNEDY,0.812337961
7276,FAWN,KENNEDY,0.717401901
7277,FINDLAY,KENNEDY,0.540656125
7278,FOREST HILLS,KENNEDY,0.727300821
7279,FORWARD,KENNEDY,0.430915502
7280,FOX CHAPEL,KENNEDY,0.557600043
7281,FRANKLIN PARK,KENNEDY,0.569214408
7282,FRAZER,KENNEDY,0.43607083
7283,GLASSPORT,KENNEDY,0.865602257
7284,GLEN OSBORNE,KENNEDY,0.621979995
7285,GLENFIELD,KENNEDY,0.85959226
7286,GREEN TREE,KENNEDY,0.590848805
7287,HAMPTON,KENNEDY,0.945522966
7288,HARMAR,KENNEDY,0.037149268
7289,HARRISON,KENNEDY,0.371798532
7290,HAYSVILLE,KENNEDY,0.501160879
7291,HEIDELBERG,KENNEDY,0.162779262
7292,HOMESTEAD,KENNEDY,0.871458948
7293,INDIANA,KENNEDY,0.918832318
7294,INGRAM,KENNEDY,0.397399676
7295,JEFFERSON HILLS,KENNEDY,0.295475463
7296,KENNEDY,KENNEDY,0.690638547
7297,KILBUCK,KENNEDY,0.404452403
7298,LEET,KENNEDY,0.512180088
7299,LEETSDALE,KENNEDY,0.267475783
7300,LIBERTY,KENNEDY,0.180453998
7301,LINCOLN,KENNEDY,0.537313712
7302,MARSHALL,KENNEDY,0.24792321
7303,MCCANDLESS,KENNEDY,0.39435032
7304,MCDONALD,KENNEDY,0.390701282
7305,MCKEES ROCKS,KENNEDY,0.35842352
7306,MCKEESPORT,KENNEDY,0.570206684
7307,MILLVALE,KENNEDY,0.70877556
7308,MONROEVILLE,KENNEDY,0.214102075
7309,MOON,KENNEDY,0.654649657
7310,MOUNT LEBANON,KENNEDY,0.156340645
7311,MOUNT OLIVER,KENNEDY,0.121404388
7312,MUNHALL,KENNEDY,0.661577283
7313,NEVILLE,KENNEDY,0.599301426
7314,NORTH BRADDOCK,KENNEDY,0.014459136
7315,NORTH FAYETTE,KENNEDY,0.190738368
7316,NORTH VERSAILLES,KENNEDY,0.79190601
7317,O'HARA,KENNEDY,0.36669724
7318,OAKDALE,KENNEDY,0.594693096
7319,OAKMONT,KENNEDY,0.35195817
7320,OHIO,KENNEDY,0.680658634
7321,PENN HILLS,KENNEDY,0.629014002
7322,PENNSBURY VILLAGE,KENNEDY,0.046268644
7323,PINE,KENNEDY,0.265378695
7324,PITCAIRN,KENNEDY,0.95387607
7325,PITTSBURGH,KENNEDY,0.27258483
7326,PLEASANT HILLS,KENNEDY,0.91600449
7327,PLUM,KENNEDY,0.598719029
7328,PORT VUE,KENNEDY,0.483247777
7329,RANKIN,KENNEDY,0.067518317
7330,RESERVE,KENNEDY,0.18867997
7331,RICHLAND,KENNEDY,0.347039338
7332,ROBINSON,KENNEDY,0.853978768
7333,ROSS,KENNEDY,0.560238801
7334,ROSSLYN FARMS,KENNEDY,0.900330002
7335,SCOTT,KENNEDY,0.410588041
7336,SEWICKLEY,KENNEDY,0.960365641
7337,SEWICKLEY HEIGHTS,KENNEDY,0.815330103
7338,SEWICKLEY HILLS,KENNEDY,0.105480627
7339,SHALER,KENNEDY,0.634957622
7340,SHARPSBURG,KENNEDY,0.323975336
7341,SOUTH FAYETTE,KENNEDY,0.350451286
7342,SOUTH PARK,KENNEDY,0.088119551
7343,SOUTH VERSAILLES,KENNEDY,0.175250647
7344,SPRINGDALE,KENNEDY,0.044636051
7345,STOWE,KENNEDY,0.864070921
7346,SWISSVALE,KENNEDY,0.538928293
7347,TARENTUM,KENNEDY,0.765676538
7348,THORNBURG,KENNEDY,0.404832188
7349,TRAFFORD,KENNEDY,0.771059053
7350,TURTLE CREEK,KENNEDY,0.287308233
7351,UPPER ST. CLAIR,KENNEDY,0.792509972
7352,VERONA,KENNEDY,0.567118817
7353,VERSAILLES,KENNEDY,0.887626355
7354,WALL,KENNEDY,0.702085608
7355,WEST DEER,KENNEDY,0.540624607
7356,WEST ELIZABETH,KENNEDY,0.258974151
7357,WEST HOMESTEAD,KENNEDY,0.540892822
7358,WEST MIFFLIN,KENNEDY,0.365440469
7359,WEST VIEW,KENNEDY,0.886229158
7360,WHITAKER,KENNEDY,0.837650396
7361,WHITE OAK,KENNEDY,0.492634107
7362,WHITEHALL,KENNEDY,0.198165072
7363,WILKINS,KENNEDY,0.408996777
7364,WILKINSBURG,KENNEDY,0.080994104
7365,WILMERDING,KENNEDY,0.929941513
7366,ALEPPO,KILBUCK,0.628931192
7367,ASPINWALL,KILBUCK,0.237426933
7368,AVALON,KILBUCK,0.692038633
7369,BALDWIN,KILBUCK,0.829178241
7370,BELL ACRES,KILBUCK,0.33716884
7371,BELLEVUE,KILBUCK,0.688609964
7372,BEN AVON,KILBUCK,0.475290753
7373,BEN AVON HEIGHTS,KILBUCK,0.455416935
7374,BETHEL PARK,KILBUCK,0.570823827
7375,BLAWNOX,KILBUCK,0.113109064
7376,BRACKENRIDGE,KILBUCK,0.463323395
7377,BRADDOCK,KILBUCK,0.981918442
7378,BRADDOCK HILLS,KILBUCK,0.688356893
7379,BRADFORD WOODS,KILBUCK,0.87245657
7380,BRENTWOOD,KILBUCK,0.811939018
7381,BRIDGEVILLE,KILBUCK,0.560741501
7382,CARNEGIE,KILBUCK,0.851288282
7383,CASTLE SHANNON,KILBUCK,0.758738016
7384,CHALFANT,KILBUCK,0.806115452
7385,CHESWICK,KILBUCK,0.180942902
7386,CHURCHILL,KILBUCK,0.252760918
7387,CLAIRTON,KILBUCK,0.484928136
7388,COLLIER,KILBUCK,0.394384343
7389,CORAOPOLIS,KILBUCK,0.568300268
7390,CRAFTON,KILBUCK,0.62510719
7391,CRESCENT,KILBUCK,0.466736559
7392,DORMONT,KILBUCK,0.732806616
7393,DRAVOSBURG,KILBUCK,0.669566046
7394,DUQUESNE,KILBUCK,0.007403507
7395,EAST DEER,KILBUCK,0.248913287
7396,EAST MCKEESPORT,KILBUCK,0.730497957
7397,EAST PITTSBURGH,KILBUCK,0.108109103
7398,EDGEWOOD,KILBUCK,0.948542582
7399,EDGEWORTH,KILBUCK,0.234293891
7400,ELIZABETH,KILBUCK,0.064251155
7401,EMSWORTH,KILBUCK,0.375067889
7402,ETNA,KILBUCK,0.824391202
7403,FAWN,KILBUCK,0.575585446
7404,FINDLAY,KILBUCK,0.647679448
7405,FOREST HILLS,KILBUCK,0.735873278
7406,FORWARD,KILBUCK,0.415841994
7407,FOX CHAPEL,KILBUCK,0.720712393
7408,FRANKLIN PARK,KILBUCK,0.253970709
7409,FRAZER,KILBUCK,0.381471977
7410,GLASSPORT,KILBUCK,0.481820062
7411,GLEN OSBORNE,KILBUCK,0.731754773
7412,GLENFIELD,KILBUCK,0.297689657
7413,GREEN TREE,KILBUCK,0.517741363
7414,HAMPTON,KILBUCK,0.365066184
7415,HARMAR,KILBUCK,0.227230634
7416,HARRISON,KILBUCK,0.056352869
7417,HAYSVILLE,KILBUCK,0.536155656
7418,HEIDELBERG,KILBUCK,0.095520559
7419,HOMESTEAD,KILBUCK,0.832582165
7420,INDIANA,KILBUCK,0.285210524
7421,INGRAM,KILBUCK,0.356643662
7422,JEFFERSON HILLS,KILBUCK,0.831981937
7423,KENNEDY,KILBUCK,0.489855593
7424,KILBUCK,KILBUCK,0.275293042
7425,LEET,KILBUCK,0.526593575
7426,LEETSDALE,KILBUCK,0.183484101
7427,LIBERTY,KILBUCK,0.722530571
7428,LINCOLN,KILBUCK,0.427267987
7429,MARSHALL,KILBUCK,0.729771519
7430,MCCANDLESS,KILBUCK,0.432293073
7431,MCDONALD,KILBUCK,0.241577704
7432,MCKEES ROCKS,KILBUCK,0.665612589
7433,MCKEESPORT,KILBUCK,0.476613226
7434,MILLVALE,KILBUCK,0.33382143
7435,MONROEVILLE,KILBUCK,0.688360702
7436,MOON,KILBUCK,0.176872447
7437,MOUNT LEBANON,KILBUCK,0.876025638
7438,MOUNT OLIVER,KILBUCK,0.575867471
7439,MUNHALL,KILBUCK,0.639042242
7440,NEVILLE,KILBUCK,0.003310785
7441,NORTH BRADDOCK,KILBUCK,0.708562441
7442,NORTH FAYETTE,KILBUCK,0.052861544
7443,NORTH VERSAILLES,KILBUCK,0.219862562
7444,O'HARA,KILBUCK,0.597558174
7445,OAKDALE,KILBUCK,0.634878302
7446,OAKMONT,KILBUCK,0.220961172
7447,OHIO,KILBUCK,0.578451394
7448,PENN HILLS,KILBUCK,0.825249554
7449,PENNSBURY VILLAGE,KILBUCK,0.237272574
7450,PINE,KILBUCK,0.364498726
7451,PITCAIRN,KILBUCK,0.458205146
7452,PITTSBURGH,KILBUCK,0.010510464
7453,PLEASANT HILLS,KILBUCK,0.681177366
7454,PLUM,KILBUCK,0.053647273
7455,PORT VUE,KILBUCK,0.967036529
7456,RANKIN,KILBUCK,0.590387006
7457,RESERVE,KILBUCK,0.518056272
7458,RICHLAND,KILBUCK,0.707297071
7459,ROBINSON,KILBUCK,0.690825864
7460,ROSS,KILBUCK,0.394757608
7461,ROSSLYN FARMS,KILBUCK,0.247532703
7462,SCOTT,KILBUCK,0.437667385
7463,SEWICKLEY,KILBUCK,0.064802537
7464,SEWICKLEY HEIGHTS,KILBUCK,0.140171835
7465,SEWICKLEY HILLS,KILBUCK,0.92275975
7466,SHALER,KILBUCK,0.140788359
7467,SHARPSBURG,KILBUCK,0.551054683
7468,SOUTH FAYETTE,KILBUCK,0.346902565
7469,SOUTH PARK,KILBUCK,0.295899002
7470,SOUTH VERSAILLES,KILBUCK,0.365883488
7471,SPRINGDALE,KILBUCK,0.701879602
7472,STOWE,KILBUCK,0.879120362
7473,SWISSVALE,KILBUCK,0.463108566
7474,TARENTUM,KILBUCK,0.345860007
7475,THORNBURG,KILBUCK,0.200909833
7476,TRAFFORD,KILBUCK,0.71409075
7477,TURTLE CREEK,KILBUCK,0.659655273
7478,UPPER ST. CLAIR,KILBUCK,0.260079022
7479,VERONA,KILBUCK,0.773018477
7480,VERSAILLES,KILBUCK,0.768127253
7481,WALL,KILBUCK,0.39364118
7482,WEST DEER,KILBUCK,0.553866693
7483,WEST ELIZABETH,KILBUCK,0.031424691
7484,WEST HOMESTEAD,KILBUCK,0.994596209
7485,WEST MIFFLIN,KILBUCK,0.551830881
7486,WEST VIEW,KILBUCK,0.826284886
7487,WHITAKER,KILBUCK,0.318953944
7488,WHITE OAK,KILBUCK,0.474182422
7489,WHITEHALL,KILBUCK,0.695700005
7490,WILKINS,KILBUCK,0.790055058
7491,WILKINSBURG,KILBUCK,0.34468751
7492,WILMERDING,KILBUCK,0.384091173
7493,ALEPPO,LEET,0.564281817
7494,ASPINWALL,LEET,0.745715192
7495,AVALON,LEET,0.025000917
7496,BALDWIN,LEET,0.059943572
7497,BELL ACRES,LEET,0.356288011
7498,BELLEVUE,LEET,0.722682139
7499,BEN AVON,LEET,0.595394915
7500,BEN AVON HEIGHTS,LEET,0.970861923
7501,BETHEL PARK,LEET,0.467075428
7502,BLAWNOX,LEET,0.643231348
7503,BRACKENRIDGE,LEET,0.845606679
7504,BRADDOCK,LEET,0.176195033
7505,BRADDOCK HILLS,LEET,0.86807234
7506,BRADFORD WOODS,LEET,0.271651136
7507,BRENTWOOD,LEET,0.243637975
7508,BRIDGEVILLE,LEET,0.624277205
7509,CARNEGIE,LEET,0.68337935
7510,CASTLE SHANNON,LEET,0.443849115
7511,CHALFANT,LEET,0.699191163
7512,CHESWICK,LEET,0.864444512
7513,CHURCHILL,LEET,0.65219518
7514,CLAIRTON,LEET,0.509772338
7515,COLLIER,LEET,0.363042454
7516,CORAOPOLIS,LEET,0.379483941
7517,CRAFTON,LEET,0.618693802
7518,CRESCENT,LEET,0.053457771
7519,DORMONT,LEET,0.690884676
7520,DRAVOSBURG,LEET,0.954984992
7521,DUQUESNE,LEET,0.388102265
7522,EAST DEER,LEET,0.618569345
7523,EAST MCKEESPORT,LEET,0.715890226
7524,EAST PITTSBURGH,LEET,0.368732234
7525,EDGEWOOD,LEET,0.485346936
7526,EDGEWORTH,LEET,0.200241516
7527,ELIZABETH,LEET,0.448067441
7528,EMSWORTH,LEET,0.583971599
7529,ETNA,LEET,0.236151875
7530,FAWN,LEET,0.518059774
7531,FINDLAY,LEET,0.378442114
7532,FOREST HILLS,LEET,0.776529396
7533,FORWARD,LEET,0.309970476
7534,FOX CHAPEL,LEET,0.110341032
7535,FRANKLIN PARK,LEET,0.918771636
7536,FRAZER,LEET,0.420712531
7537,GLASSPORT,LEET,0.483521523
7538,GLEN OSBORNE,LEET,0.239013412
7539,GLENFIELD,LEET,0.96080059
7540,GREEN TREE,LEET,0.153462749
7541,HAMPTON,LEET,0.087047378
7542,HARMAR,LEET,0.115548362
7543,HARRISON,LEET,0.681912729
7544,HAYSVILLE,LEET,0.001029345
7545,HEIDELBERG,LEET,0.445408291
7546,HOMESTEAD,LEET,0.59987902
7547,INDIANA,LEET,0.593978966
7548,INGRAM,LEET,0.316882003
7549,JEFFERSON HILLS,LEET,0.923196402
7550,KENNEDY,LEET,0.828576058
7551,KILBUCK,LEET,0.521400633
7552,LEET,LEET,0.257797801
7553,LEETSDALE,LEET,0.655761706
7554,LIBERTY,LEET,0.72295582
7555,LINCOLN,LEET,0.188886865
7556,MARSHALL,LEET,0.871780528
7557,MCCANDLESS,LEET,0.331478713
7558,MCDONALD,LEET,0.254724955
7559,MCKEES ROCKS,LEET,0.885319816
7560,MCKEESPORT,LEET,0.055552041
7561,MILLVALE,LEET,0.928636939
7562,MONROEVILLE,LEET,0.871648693
7563,MOON,LEET,0.01822821
7564,MOUNT LEBANON,LEET,0.322297074
7565,MOUNT OLIVER,LEET,0.770300851
7566,MUNHALL,LEET,0.30371495
7567,NEVILLE,LEET,0.12920007
7568,NORTH BRADDOCK,LEET,0.96676596
7569,NORTH FAYETTE,LEET,0.399013636
7570,NORTH VERSAILLES,LEET,0.506207991
7571,O'HARA,LEET,0.142409169
7572,OAKDALE,LEET,0.347798733
7573,OAKMONT,LEET,0.155756443
7574,OHIO,LEET,0.427734195
7575,PENN HILLS,LEET,0.571740903
7576,PENNSBURY VILLAGE,LEET,0.738387099
7577,PINE,LEET,0.68741023
7578,PITCAIRN,LEET,0.59576969
7579,PITTSBURGH,LEET,0.914527132
7580,PLEASANT HILLS,LEET,0.605049643
7581,PLUM,LEET,0.051971116
7582,PORT VUE,LEET,0.277567625
7583,RANKIN,LEET,0.603423707
7584,RESERVE,LEET,0.609516737
7585,RICHLAND,LEET,0.328291101
7586,ROBINSON,LEET,0.842463285
7587,ROSS,LEET,0.347568463
7588,ROSSLYN FARMS,LEET,0.511158374
7589,SCOTT,LEET,0.28128755
7590,SEWICKLEY,LEET,0.265231154
7591,SEWICKLEY HEIGHTS,LEET,0.218532345
7592,SEWICKLEY HILLS,LEET,0.794220062
7593,SHALER,LEET,0.438898531
7594,SHARPSBURG,LEET,0.480107296
7595,SOUTH FAYETTE,LEET,0.048468679
7596,SOUTH PARK,LEET,0.666845075
7597,SOUTH VERSAILLES,LEET,0.756758405
7598,SPRINGDALE,LEET,0.561006886
7599,STOWE,LEET,0.205986664
7600,SWISSVALE,LEET,0.062724822
7601,TARENTUM,LEET,0.742672807
7602,THORNBURG,LEET,0.32418172
7603,TRAFFORD,LEET,0.976015894
7604,TURTLE CREEK,LEET,0.341596275
7605,UPPER ST. CLAIR,LEET,0.611153576
7606,VERONA,LEET,0.186408975
7607,VERSAILLES,LEET,0.109072769
7608,WALL,LEET,0.367176497
7609,WEST DEER,LEET,0.278516463
7610,WEST ELIZABETH,LEET,0.396571475
7611,WEST HOMESTEAD,LEET,0.216305856
7612,WEST MIFFLIN,LEET,0.145540169
7613,WEST VIEW,LEET,0.376594854
7614,WHITAKER,LEET,0.92089709
7615,WHITE OAK,LEET,0.347551517
7616,WHITEHALL,LEET,0.947612836
7617,WILKINS,LEET,0.956896227
7618,WILKINSBURG,LEET,0.901301256
7619,WILMERDING,LEET,0.3140274
7620,ALEPPO,LEETSDALE,0.926118859
7621,ASPINWALL,LEETSDALE,0.11556726
7622,AVALON,LEETSDALE,0.390511672
7623,BALDWIN,LEETSDALE,0.714761775
7624,BELL ACRES,LEETSDALE,0.897765176
7625,BELLEVUE,LEETSDALE,0.906816448
7626,BEN AVON,LEETSDALE,0.648301478
7627,BEN AVON HEIGHTS,LEETSDALE,0.938967957
7628,BETHEL PARK,LEETSDALE,0.081121883
7629,BLAWNOX,LEETSDALE,0.026589631
7630,BRACKENRIDGE,LEETSDALE,0.15549616
7631,BRADDOCK,LEETSDALE,0.448170283
7632,BRADDOCK HILLS,LEETSDALE,0.920606545
7633,BRADFORD WOODS,LEETSDALE,0.709388073
7634,BRENTWOOD,LEETSDALE,0.9102454
7635,BRIDGEVILLE,LEETSDALE,0.956057825
7636,CARNEGIE,LEETSDALE,0.416836745
7637,CASTLE SHANNON,LEETSDALE,0.046008832
7638,CHALFANT,LEETSDALE,0.428515539
7639,CHESWICK,LEETSDALE,0.748312657
7640,CHURCHILL,LEETSDALE,0.593699978
7641,CLAIRTON,LEETSDALE,0.375359467
7642,COLLIER,LEETSDALE,0.669054429
7643,CORAOPOLIS,LEETSDALE,0.319095438
7644,CRAFTON,LEETSDALE,0.423478555
7645,CRESCENT,LEETSDALE,0.423233246
7646,DORMONT,LEETSDALE,0.440301074
7647,DRAVOSBURG,LEETSDALE,0.458180859
7648,DUQUESNE,LEETSDALE,0.089878616
7649,EAST DEER,LEETSDALE,0.157347224
7650,EAST MCKEESPORT,LEETSDALE,0.6925497
7651,EAST PITTSBURGH,LEETSDALE,0.886659175
7652,EDGEWOOD,LEETSDALE,0.480734165
7653,EDGEWORTH,LEETSDALE,0.535802157
7654,ELIZABETH,LEETSDALE,0.959954773
7655,EMSWORTH,LEETSDALE,0.063724146
7656,ETNA,LEETSDALE,0.089073238
7657,FAWN,LEETSDALE,0.890318741
7658,FINDLAY,LEETSDALE,0.675920593
7659,FOREST HILLS,LEETSDALE,0.869071485
7660,FORWARD,LEETSDALE,0.332709175
7661,FOX CHAPEL,LEETSDALE,0.679079586
7662,FRANKLIN PARK,LEETSDALE,0.245698173
7663,FRAZER,LEETSDALE,0.537571194
7664,GLASSPORT,LEETSDALE,0.942985938
7665,GLEN OSBORNE,LEETSDALE,0.458824946
7666,GLENFIELD,LEETSDALE,0.180198129
7667,GREEN TREE,LEETSDALE,0.721573828
7668,HAMPTON,LEETSDALE,0.424849158
7669,HARMAR,LEETSDALE,0.394143115
7670,HARRISON,LEETSDALE,0.212926922
7671,HAYSVILLE,LEETSDALE,0.528491248
7672,HEIDELBERG,LEETSDALE,0.214834916
7673,HOMESTEAD,LEETSDALE,0.421283735
7674,INDIANA,LEETSDALE,0.788352391
7675,INGRAM,LEETSDALE,0.261460402
7676,JEFFERSON HILLS,LEETSDALE,0.798286385
7677,KENNEDY,LEETSDALE,0.247174547
7678,KILBUCK,LEETSDALE,0.817734272
7679,LEET,LEETSDALE,0.870912238
7680,LEETSDALE,LEETSDALE,0.013514313
7681,LIBERTY,LEETSDALE,0.287960269
7682,LINCOLN,LEETSDALE,0.600703121
7683,MARSHALL,LEETSDALE,0.587649086
7684,MCCANDLESS,LEETSDALE,0.576817197
7685,MCDONALD,LEETSDALE,0.798866977
7686,MCKEES ROCKS,LEETSDALE,0.098139623
7687,MCKEESPORT,LEETSDALE,0.227561375
7688,MILLVALE,LEETSDALE,0.589007621
7689,MONROEVILLE,LEETSDALE,0.675888352
7690,MOON,LEETSDALE,0.053256193
7691,MOUNT LEBANON,LEETSDALE,0.527271038
7692,MOUNT OLIVER,LEETSDALE,0.04932209
7693,MUNHALL,LEETSDALE,0.745157807
7694,NEVILLE,LEETSDALE,0.793474443
7695,NORTH BRADDOCK,LEETSDALE,0.243237823
7696,NORTH FAYETTE,LEETSDALE,0.751361255
7697,NORTH VERSAILLES,LEETSDALE,0.160150761
7698,O'HARA,LEETSDALE,0.882366978
7699,OAKDALE,LEETSDALE,0.491428576
7700,OAKMONT,LEETSDALE,0.077499928
7701,OHIO,LEETSDALE,0.157774863
7702,PENN HILLS,LEETSDALE,0.447667479
7703,PENNSBURY VILLAGE,LEETSDALE,0.695803438
7704,PINE,LEETSDALE,0.906159273
7705,PITCAIRN,LEETSDALE,0.189634627
7706,PITTSBURGH,LEETSDALE,0.165154133
7707,PLEASANT HILLS,LEETSDALE,0.364233622
7708,PLUM,LEETSDALE,0.96388965
7709,PORT VUE,LEETSDALE,0.975590807
7710,RANKIN,LEETSDALE,0.67761961
7711,RESERVE,LEETSDALE,0.055197601
7712,RICHLAND,LEETSDALE,0.534253454
7713,ROBINSON,LEETSDALE,0.140823723
7714,ROSS,LEETSDALE,0.840388338
7715,ROSSLYN FARMS,LEETSDALE,0.815809527
7716,SCOTT,LEETSDALE,0.261006935
7717,SEWICKLEY,LEETSDALE,0.122567782
7718,SEWICKLEY HEIGHTS,LEETSDALE,0.365306245
7719,SEWICKLEY HILLS,LEETSDALE,0.881062871
7720,SHALER,LEETSDALE,0.461493467
7721,SHARPSBURG,LEETSDALE,0.824172545
7722,SOUTH FAYETTE,LEETSDALE,0.351288486
7723,SOUTH PARK,LEETSDALE,0.627846184
7724,SOUTH VERSAILLES,LEETSDALE,0.48521883
7725,SPRINGDALE,LEETSDALE,0.730580953
7726,STOWE,LEETSDALE,0.402442012
7727,SWISSVALE,LEETSDALE,0.911280026
7728,TARENTUM,LEETSDALE,0.61936543
7729,THORNBURG,LEETSDALE,0.214541233
7730,TRAFFORD,LEETSDALE,0.135586221
7731,TURTLE CREEK,LEETSDALE,0.309268601
7732,UPPER ST. CLAIR,LEETSDALE,0.476670654
7733,VERONA,LEETSDALE,0.588059984
7734,VERSAILLES,LEETSDALE,0.364389552
7735,WALL,LEETSDALE,0.332851666
7736,WEST DEER,LEETSDALE,0.838641797
7737,WEST ELIZABETH,LEETSDALE,0.456223653
7738,WEST HOMESTEAD,LEETSDALE,0.510414048
7739,WEST MIFFLIN,LEETSDALE,0.838084507
7740,WEST VIEW,LEETSDALE,0.643934634
7741,WHITAKER,LEETSDALE,0.468593041
7742,WHITE OAK,LEETSDALE,0.451127615
7743,WHITEHALL,LEETSDALE,0.08280959
7744,WILKINS,LEETSDALE,0.996354067
7745,WILKINSBURG,LEETSDALE,0.557611545
7746,WILMERDING,LEETSDALE,0.758138869
7747,ALEPPO,LIBERTY,0.222513078
7748,ASPINWALL,LIBERTY,0.809518669
7749,AVALON,LIBERTY,0.321838257
7750,BALDWIN,LIBERTY,0.031691921
7751,BELL ACRES,LIBERTY,0.351112784
7752,BELLEVUE,LIBERTY,0.905563617
7753,BEN AVON,LIBERTY,0.689811793
7754,BEN AVON HEIGHTS,LIBERTY,0.647148427
7755,BETHEL PARK,LIBERTY,0.669747113
7756,BLAWNOX,LIBERTY,0.602524864
7757,BRACKENRIDGE,LIBERTY,0.273246707
7758,BRADDOCK,LIBERTY,0.035035024
7759,BRADDOCK HILLS,LIBERTY,0.443560563
7760,BRADFORD WOODS,LIBERTY,0.177294342
7761,BRENTWOOD,LIBERTY,0.302495116
7762,BRIDGEVILLE,LIBERTY,0.59110838
7763,CARNEGIE,LIBERTY,0.75667708
7764,CASTLE SHANNON,LIBERTY,0.217622525
7765,CHALFANT,LIBERTY,0.960607788
7766,CHESWICK,LIBERTY,0.48039692
7767,CHURCHILL,LIBERTY,0.599154085
7768,CLAIRTON,LIBERTY,0.674591758
7769,COLLIER,LIBERTY,0.199133475
7770,CORAOPOLIS,LIBERTY,0.798761539
7771,CRAFTON,LIBERTY,0.554634758
7772,CRESCENT,LIBERTY,0.276464992
7773,DORMONT,LIBERTY,0.68566562
7774,DRAVOSBURG,LIBERTY,0.498011612
7775,DUQUESNE,LIBERTY,0.456771301
7776,EAST DEER,LIBERTY,0.629060058
7777,EAST MCKEESPORT,LIBERTY,0.998853638
7778,EAST PITTSBURGH,LIBERTY,0.278965438
7779,EDGEWOOD,LIBERTY,0.476546464
7780,EDGEWORTH,LIBERTY,0.330657852
7781,ELIZABETH,LIBERTY,0.107412029
7782,EMSWORTH,LIBERTY,0.245101559
7783,ETNA,LIBERTY,0.227392303
7784,FAWN,LIBERTY,0.576470478
7785,FINDLAY,LIBERTY,0.316820864
7786,FOREST HILLS,LIBERTY,0.398995661
7787,FORWARD,LIBERTY,0.599383091
7788,FOX CHAPEL,LIBERTY,0.782615696
7789,FRANKLIN PARK,LIBERTY,0.155636791
7790,FRAZER,LIBERTY,0.808947965
7791,GLASSPORT,LIBERTY,0.811016499
7792,GLEN OSBORNE,LIBERTY,0.426704292
7793,GLENFIELD,LIBERTY,0.686129268
7794,GREEN TREE,LIBERTY,0.57542145
7795,HAMPTON,LIBERTY,0.117402578
7796,HARMAR,LIBERTY,0.628193472
7797,HARRISON,LIBERTY,0.757875179
7798,HAYSVILLE,LIBERTY,0.424171187
7799,HEIDELBERG,LIBERTY,0.18167719
7800,HOMESTEAD,LIBERTY,0.606653519
7801,INDIANA,LIBERTY,0.17011407
7802,INGRAM,LIBERTY,0.967574017
7803,JEFFERSON HILLS,LIBERTY,0.631433609
7804,KENNEDY,LIBERTY,0.700201938
7805,KILBUCK,LIBERTY,0.072285806
7806,LEET,LIBERTY,0.496622972
7807,LEETSDALE,LIBERTY,0.481136466
7808,LIBERTY,LIBERTY,0.006948095
7809,LINCOLN,LIBERTY,0.598103852
7810,MARSHALL,LIBERTY,0.536827551
7811,MCCANDLESS,LIBERTY,0.229809152
7812,MCDONALD,LIBERTY,0.87170083
7813,MCKEES ROCKS,LIBERTY,0.022828685
7814,MCKEESPORT,LIBERTY,0.290069426
7815,MILLVALE,LIBERTY,0.312257813
7816,MONROEVILLE,LIBERTY,0.65248601
7817,MOON,LIBERTY,0.820997839
7818,MOUNT LEBANON,LIBERTY,0.025015843
7819,MOUNT OLIVER,LIBERTY,0.801660721
7820,MUNHALL,LIBERTY,0.260163012
7821,NEVILLE,LIBERTY,0.372844486
7822,NORTH BRADDOCK,LIBERTY,0.247701218
7823,NORTH FAYETTE,LIBERTY,0.312261796
7824,NORTH VERSAILLES,LIBERTY,0.690737581
7825,O'HARA,LIBERTY,0.529369808
7826,OAKDALE,LIBERTY,0.447834516
7827,OAKMONT,LIBERTY,0.728830921
7828,OHIO,LIBERTY,0.864073668
7829,PENN HILLS,LIBERTY,0.948605649
7830,PENNSBURY VILLAGE,LIBERTY,0.501492296
7831,PINE,LIBERTY,0.543228277
7832,PITCAIRN,LIBERTY,0.5360577
7833,PITTSBURGH,LIBERTY,0.884172401
7834,PLEASANT HILLS,LIBERTY,0.738668121
7835,PLUM,LIBERTY,0.756099381
7836,PORT VUE,LIBERTY,0.688507677
7837,RANKIN,LIBERTY,0.503285214
7838,RESERVE,LIBERTY,0.37003986
7839,RICHLAND,LIBERTY,0.872818443
7840,ROBINSON,LIBERTY,0.89688147
7841,ROSS,LIBERTY,0.765226812
7842,ROSSLYN FARMS,LIBERTY,0.744857655
7843,SCOTT,LIBERTY,0.197035588
7844,SEWICKLEY,LIBERTY,0.266430779
7845,SEWICKLEY HEIGHTS,LIBERTY,0.905247032
7846,SEWICKLEY HILLS,LIBERTY,0.251739021
7847,SHALER,LIBERTY,0.227748365
7848,SHARPSBURG,LIBERTY,0.555478458
7849,SOUTH FAYETTE,LIBERTY,0.478167993
7850,SOUTH PARK,LIBERTY,0.828509396
7851,SOUTH VERSAILLES,LIBERTY,0.17369752
